"timeStamp","posterID","name","postID","subjectText","commentText","filename"
"08/07/18(Tue)11:19:09","No ID","Anonymous","102125317","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>Thank you daddy snaps. <br><br>Please spare me.","No File Posted"
"08/07/18(Tue)11:20:11","No ID","Anonymous","102125341","No Subject Text Provided","<a href=""#p102125317"" class=""quotelink"">&gt;&gt;102125317</a><br>welp, fuck....","No File Posted"
"08/07/18(Tue)11:21:44","No ID","Anonymous","102125378","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>i don&#039;t feel so good mister crabs...","No File Posted"
"08/07/18(Tue)11:22:02","No ID","Anonymous","102125388","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>Thank you Daddy Snaps","No File Posted"
"08/07/18(Tue)11:23:57","No ID","Anonymous","102125450","No Subject Text Provided","<a href=""#p102125076"" class=""quotelink"">&gt;&gt;102125076</a><br>ass blasted coolsville resident detected","No File Posted"
"08/07/18(Tue)11:25:50","No ID","Anonymous","102125500","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>Thank you Daddy Snaps","No File Posted"
"08/07/18(Tue)11:27:14","No ID","Anonymous","102125544","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>Thank you Daddy Snaps","No File Posted"
"08/07/18(Tue)11:30:10","No ID","Anonymous","102125646","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>Thank you Daddy Snaps","No File Posted"
"08/07/18(Tue)11:31:23","No ID","Anonymous","102125688","No Subject Text Provided","<a href=""#p102121020"" class=""quotelink"">&gt;&gt;102121020</a><br>you aint got shit on me boomer","No File Posted"
"08/07/18(Tue)11:31:58","No ID","Anonymous","102125708","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>THANK YOU DADDY SNAPS","No File Posted"
"08/07/18(Tue)11:35:03","No ID","Anonymous","102125841","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>Thank you Daddy Snaps","No File Posted"
"08/07/18(Tue)11:36:50","No ID","Anonymous","102125902","No Subject Text Provided","<a href=""#p102121102"" class=""quotelink"">&gt;&gt;102121102</a><br>Thank you Daddy Snaps","No File Posted"
